Protein_ID,Drug_ID,Binding_Affinity,Interaction_Score,Hydrophobicity_Index,Molecular_Weight,Toxicity_Potential,LogP,pH_Stability,Target_Specificity,ADR_Predicted,Charge_At_pH7,Half_Life_Hours,Bioavailability,Solubility,Metabolism_Rate,Plasma_Protein_Binding
P07981,D0729,0.468,0.54,0.209,639.28,0.839,2.26,5.07,0.419,0,1.17,1.3,0.733,-0.93,0.75,0.524
P01394,D0638,0.213,0.529,-0.399,335.89,0.819,6.31,4.51,0.152,0,-1.68,64.4,0.423,-3.06,2.5,0.119
P09889,D0146,0.697,0.657,0.654,328.11,0.737,5.36,6.01,0.341,1,-1.23,44.2,0.755,-0.23,3.9,0.779
P00415,D0624,0.97,0.552,0.788,899.31,0.064,-2.2,4.52,0.214,0,-1.33,20.8,0.409,-4.14,2.51,0.793
P02855,D0501,0.401,0.349,-0.801,767.02,0.129,3.83,4.49,0.858,0,0.8,21.7,0.149,-4.01,2.12,0.468
P08819,D0696,0.116,0.453,0.75,709.65,0.843,1.46,6.29,0.203,0,1.34,20.7,0.114,-3.38,4.53,0.925
P06858,D0872,0.017,0.394,0.082,843.47,0.398,-1.49,4.63,0.143,0,-1.1,17.8,0.961,-5.96,4.5,0.429
P04433,D0194,0.866,0.144,-0.672,696.77,0.755,5.01,6.67,0.688,0,1.69,12.1,0.05,0.09,4.24,0.41
P02385,D0021,0.705,0.648,-0.981,752.59,0.199,1.9,7.51,0.995,0,-1.71,7.7,0.679,-6.11,2.49,0.06
P09854,D0318,0.846,0.683,0.209,366.19,0.65,-0.98,5.2,0.768,0,0.97,21.7,0.963,-2.61,2.89,0.683
P07587,D0491,0.393,0.572,0.064,530.92,0.242,0.25,7.76,0.018,0,-1.72,62.8,0.425,-8.98,0.99,0.56
P04521,D0700,0.633,0.391,0.431,470.53,0.435,-1.32,5.1,0.223,0,1.46,9.0,0.724,-6.53,4.29,0.248
P03550,D0297,0.388,0.389,0.014,394.46,0.287,3.13,8.32,0.812,0,1.83,19.7,0.467,-7.57,1.0,0.911
P05328,D0649,0.329,0.562,-0.956,706.41,0.448,3.35,4.35,0.492,0,-1.69,21.8,0.934,-1.41,0.96,0.021
P06443,D0003,0.59,0.422,-0.135,493.34,0.982,-0.05,8.42,0.094,1,-0.38,23.0,0.42,-4.08,4.85,0.13
P03710,D0375,0.218,0.658,0.682,836.36,0.667,-0.22,5.46,0.829,0,1.43,17.3,0.158,-5.94,1.84,0.367
P06039,D0278,0.729,0.792,-0.235,449.64,0.863,-1.89,7.19,0.854,1,1.83,12.0,0.359,-7.47,4.81,0.435
P09491,D0203,0.634,0.455,-0.476,478.85,0.481,6.75,5.19,0.556,0,-0.13,18.3,0.921,-7.88,4.7,0.545
P01735,D0843,0.406,0.742,-0.418,817.84,0.016,0.14,5.53,0.444,0,0.02,64.7,0.589,-3.58,4.53,0.328
P01249,D0351,0.285,0.655,-0.789,172.17,0.715,2.99,5.95,0.871,0,-1.4,36.4,0.274,-4.71,4.56,0.931
P03465,D0389,0.36,0.448,-0.233,537.97,0.967,-1.11,6.2,0.724,0,-1.25,66.6,0.462,-2.05,3.05,0.468
P06716,D0434,0.311,0.406,0.557,336.84,0.286,4.2,4.4,0.296,0,1.19,49.1,0.556,0.69,0.32,0.702
P03337,D0139,0.361,0.573,-0.88,472.0,0.659,3.6,4.2,0.014,0,-0.17,36.9,0.035,-7.51,4.38,0.335
P09205,D0536,0.016,0.486,0.833,651.26,0.435,-1.77,8.17,0.477,0,1.04,29.5,0.747,-5.08,4.89,0.803
P00584,D0274,0.34,0.53,-0.098,614.66,0.541,-2.82,6.72,0.151,0,0.04,62.9,0.113,-3.98,4.0,0.69
P00795,D0266,0.541,0.746,0.314,405.57,0.069,-2.78,4.72,0.464,0,1.76,38.5,0.942,-3.7,3.29,0.839
P02263,D0714,0.482,0.397,-0.254,388.75,0.754,-0.11,5.55,0.481,0,-1.32,24.5,0.549,-9.08,1.11,0.2
P07285,D0090,0.141,0.379,-0.466,424.96,0.857,1.11,4.42,0.622,0,-1.72,2.6,0.047,-6.66,4.7,0.943
P04717,D0841,0.947,0.536,-0.811,704.47,0.07,6.99,4.81,0.151,0,-0.51,39.5,0.591,-5.13,0.39,0.917
P08525,D0336,0.184,0.465,-0.057,484.84,0.548,6.6,5.97,0.513,0,1.21,45.1,0.313,-7.82,2.1,0.44
P08898,D0401,0.578,0.522,-0.162,259.31,0.763,-1.42,6.84,0.619,0,-0.3,44.9,0.927,-0.03,1.88,0.116
P01530,D0524,0.371,0.505,0.145,838.48,0.983,3.56,7.26,0.224,0,0.89,61.2,0.409,-9.03,4.28,0.447
P03748,D0806,0.673,0.355,-0.196,407.09,0.326,-0.72,7.07,0.977,0,0.67,37.7,0.374,-8.36,0.63,0.415
P09600,D0893,0.436,0.399,-0.105,492.58,0.34,-2.74,4.83,0.176,0,1.62,56.1,0.905,-6.65,0.9,0.835
P05001,D0689,0.041,0.47,0.576,530.92,0.877,3.33,5.81,0.751,0,0.36,55.0,0.468,-7.02,1.43,0.005
P03789,D0929,0.634,0.441,-0.746,686.77,0.702,-1.22,7.23,0.258,0,0.05,7.8,0.772,-8.47,2.07,0.067
P09196,D0281,0.926,0.473,-0.185,364.13,0.956,0.1,6.24,0.423,1,-1.57,33.1,0.565,-1.01,2.91,0.638
P05163,D0517,0.87,0.524,-0.721,728.23,0.482,-0.54,7.16,0.803,0,-1.78,35.4,0.58,-0.57,4.37,0.022
P09216,D0805,0.328,0.481,0.875,152.18,0.621,-0.89,7.42,0.633,0,-1.96,52.6,0.016,-3.62,2.21,0.689
P05703,D0615,0.325,0.349,0.658,705.88,0.077,-2.67,5.6,0.97,0,1.36,24.8,0.251,-1.89,1.42,0.366
P05224,D0350,0.588,0.476,0.694,275.93,0.969,4.71,5.32,0.395,0,-0.54,58.4,0.454,-2.54,0.45,0.982
P02237,D0858,0.197,0.692,-0.726,289.14,0.365,-0.43,6.3,0.713,0,-1.56,43.6,0.263,0.81,1.58,0.443
P00375,D0047,0.628,0.841,0.751,556.13,0.564,6.8,6.24,0.492,0,0.39,7.6,0.516,-2.87,2.22,0.761
P00826,D0239,0.801,0.709,-0.714,380.58,0.581,6.88,8.56,0.283,1,-0.41,36.6,0.919,-7.05,3.63,0.619
P03222,D0105,0.204,0.265,-0.068,254.16,0.453,5.71,8.59,0.071,0,-1.17,58.1,0.682,0.13,1.81,0.485
P00269,D0075,0.958,0.332,-0.8,286.21,0.791,6.04,5.3,0.733,1,0.63,66.8,0.955,-5.6,3.89,0.48
P03421,D0074,0.503,0.285,0.86,831.44,0.581,-2.59,4.29,0.147,0,-0.34,5.2,0.574,-8.1,1.73,0.95
P05834,D0819,0.218,0.69,0.968,680.75,0.229,3.87,7.38,0.563,0,-0.44,42.6,0.456,0.06,0.12,0.983
P04997,D0399,0.067,0.68,-0.153,266.13,0.345,-1.97,4.14,0.906,0,1.42,57.5,0.721,-7.36,0.77,0.903
P04284,D0288,0.287,0.547,0.899,753.98,0.954,1.36,6.37,0.077,0,1.6,28.2,0.927,-0.96,1.14,0.378
P00911,D0918,0.473,0.829,-0.814,867.74,0.839,1.64,7.1,0.628,0,0.83,28.8,0.111,-4.22,1.9,0.112
P04302,D0369,0.479,0.448,0.821,226.68,0.967,-2.58,4.9,0.034,1,1.72,57.2,0.91,-6.08,0.34,0.282
P03418,D0655,0.204,0.524,-0.311,682.44,0.249,0.88,5.47,0.766,0,1.34,3.5,0.302,-2.15,4.18,0.444
P03654,D0509,0.258,0.541,0.335,352.24,0.442,-0.17,8.93,0.571,0,-1.53,15.7,0.961,0.22,1.24,0.549
P04522,D0714,0.678,0.299,-0.284,552.7,0.072,2.9,5.03,0.433,0,0.74,70.2,0.859,-4.4,3.86,0.358
P07216,D0410,0.775,0.325,0.198,321.76,0.462,1.48,4.11,0.322,0,-1.77,44.7,0.596,-4.67,3.13,0.772
P08609,D0692,0.108,0.472,-0.541,257.0,0.235,3.21,4.86,0.804,0,-1.36,59.1,0.027,-8.5,4.38,0.463
P01097,D0351,0.666,0.236,0.25,563.58,0.416,-2.98,4.78,0.811,0,1.99,56.5,0.351,-10.0,2.04,0.851
P08121,D0285,0.916,0.394,0.018,773.69,0.306,4.74,5.88,0.752,0,1.35,62.3,0.364,-4.02,3.38,0.439
P05724,D0179,0.035,0.687,-0.275,874.25,0.046,2.1,8.04,0.777,0,-0.99,44.4,0.228,-3.61,1.92,0.583
P06463,D0645,0.613,0.458,-0.122,756.9,0.268,-1.34,6.51,0.528,0,-0.8,12.8,0.732,-2.29,3.83,0.559
P04088,D0890,0.583,0.698,-0.001,345.19,0.525,1.01,7.88,0.067,0,1.84,42.7,0.937,-2.58,2.12,0.101
P09593,D0970,0.236,0.616,-0.168,628.16,0.086,0.42,8.65,0.073,0,-0.71,24.2,0.509,-6.89,4.62,0.482
P07151,D0594,0.825,0.576,-0.86,252.56,0.625,5.58,4.27,0.528,0,0.15,56.3,0.947,-9.19,4.73,0.39
P04158,D0723,0.007,0.759,0.575,459.47,0.691,5.28,5.81,0.367,0,1.83,47.8,0.525,-6.18,4.8,0.516
P09660,D0954,0.929,0.467,0.329,261.59,0.384,-1.4,6.62,0.562,0,-0.67,10.3,0.553,-2.08,3.55,0.246
P07535,D0122,0.598,0.472,0.362,728.47,0.909,5.47,6.49,0.188,1,-1.61,59.7,0.13,-1.92,1.27,0.603
P07298,D0104,0.491,0.44,-0.897,262.25,0.085,3.09,8.1,0.99,0,1.19,39.0,0.498,-3.61,4.17,0.646
P01979,D0157,0.74,0.459,0.546,706.4,0.626,-0.5,5.7,0.717,0,-1.39,46.9,0.886,-8.32,1.08,0.38
P07529,D0124,0.942,0.199,0.552,226.26,0.736,6.32,4.1,0.219,1,0.79,17.8,0.625,-6.64,3.75,0.651
P07636,D0529,0.822,0.434,0.589,558.18,0.786,0.71,6.42,0.72,0,-1.79,44.1,0.651,-3.55,4.86,0.359
P05022,D0916,0.568,0.823,0.229,305.14,0.451,4.93,6.62,0.258,0,-1.14,19.2,0.256,-7.69,2.0,0.512
P02826,D0843,0.126,0.428,0.029,261.8,0.268,3.71,7.3,0.612,0,-1.32,37.5,0.317,-3.49,0.18,0.76
P07880,D0177,0.381,0.603,0.745,478.24,0.963,4.96,7.2,0.114,1,-0.38,35.8,0.085,-9.5,4.12,0.185
P04172,D0692,0.873,0.449,0.165,872.71,0.927,-2.06,8.88,0.266,1,-1.06,52.9,0.894,-6.32,4.21,0.997
P00018,D0256,0.851,0.357,-0.814,215.37,0.985,-0.91,8.06,0.212,1,1.93,7.1,0.819,-5.73,1.16,0.234
P05681,D0727,0.42,0.579,-0.303,483.01,0.724,4.14,7.2,0.024,0,-0.86,8.3,0.98,-6.38,2.69,0.736
P07727,D0737,0.473,0.281,0.426,219.44,0.782,-1.53,8.67,0.948,0,-0.74,38.4,0.64,-8.17,2.12,0.811
P01630,D0990,0.684,0.741,-0.178,332.73,0.93,4.51,4.19,0.114,1,-1.38,8.5,0.868,-8.69,0.15,0.613
P05310,D0141,0.439,0.572,0.601,354.11,0.443,0.07,6.79,0.708,0,1.32,57.7,0.43,-2.5,3.76,0.297
P08603,D0783,0.089,0.431,-0.065,530.21,0.163,3.03,5.82,0.619,0,1.9,61.6,0.275,-8.6,1.68,0.16
P06740,D0713,0.73,0.555,-0.229,736.72,0.56,0.66,8.8,0.362,0,-0.32,21.4,0.018,-9.77,4.73,0.157
P09843,D0988,0.65,0.408,-0.301,400.91,0.477,3.0,5.32,0.529,0,1.57,44.9,0.157,-1.08,4.14,0.287
P01979,D0786,0.199,0.466,-0.37,735.17,0.78,3.2,5.17,0.379,0,1.48,26.1,0.523,0.05,4.05,0.391
P01515,D0928,0.803,0.653,-0.041,162.13,0.739,1.34,4.16,0.782,1,0.74,12.0,0.929,-4.35,3.77,0.087
P00092,D0405,0.817,0.591,0.198,191.66,0.276,6.3,4.82,0.948,0,1.23,70.5,0.167,-8.75,2.68,0.095
P09840,D0115,0.247,0.704,0.85,277.11,0.102,6.72,5.68,0.903,0,0.93,56.9,0.004,-3.26,1.08,0.827
P04641,D0634,0.141,0.613,0.464,485.84,0.574,6.06,5.82,0.405,0,0.72,71.8,0.828,-6.09,2.71,0.227
P00378,D0960,0.196,0.558,-0.577,425.88,0.677,4.35,4.24,0.638,0,-1.04,4.8,0.876,-7.39,0.72,0.45
P06182,D0866,0.493,0.296,-0.092,692.86,0.507,-1.76,8.25,0.284,0,0.26,20.1,0.088,-0.42,4.79,0.129
P03421,D0477,0.319,0.39,-0.387,894.62,0.667,6.27,5.38,0.506,0,-1.69,7.8,0.808,-3.67,0.78,0.281
P08693,D0964,0.673,0.452,-0.514,748.61,0.752,3.37,7.24,0.34,0,0.43,30.5,0.706,-3.45,0.23,0.389
P09258,D0035,0.521,0.096,0.317,763.21,0.444,-2.02,8.34,0.346,0,0.63,49.5,0.434,-1.74,0.17,0.729
P06914,D0977,0.671,0.452,-0.775,890.84,0.503,3.62,8.3,0.32,0,1.2,50.3,0.754,-9.09,4.12,0.632
P02279,D0573,0.221,0.511,-0.948,497.06,0.635,0.55,5.95,0.255,0,0.03,69.3,0.099,-4.4,2.12,0.064
P06892,D0845,0.591,0.586,-0.173,874.92,0.616,6.05,6.0,0.512,0,-1.35,50.2,0.91,-7.34,0.93,0.574
P01340,D0781,0.883,0.262,-0.725,588.06,0.485,4.14,6.68,0.638,0,-0.34,41.0,0.451,-7.53,3.88,0.63
P07762,D0299,0.584,0.374,0.022,657.57,0.253,3.12,4.89,0.955,0,1.85,12.0,0.006,-6.47,2.67,0.595
P01014,D0364,0.689,0.461,0.1,172.27,0.682,-0.72,6.88,0.206,0,1.47,60.5,0.96,-5.75,2.93,0.002
P05556,D0753,0.95,0.787,-0.668,501.21,0.388,5.5,8.97,0.479,1,1.94,22.7,0.438,-9.24,2.83,0.44
P06823,D0469,0.886,0.694,0.393,881.16,0.458,6.22,6.77,0.695,0,-0.32,19.5,0.392,-1.57,4.49,0.85
P05715,D0447,0.225,0.415,-0.772,848.98,0.525,3.31,7.08,0.54,0,1.21,19.0,0.552,0.58,1.81,0.936
P08479,D0648,0.816,0.617,0.235,439.97,0.468,5.98,4.19,0.745,0,-1.38,33.4,0.996,-1.05,4.75,0.467
P09121,D0072,0.98,0.338,0.291,578.58,0.662,-1.15,5.84,0.602,1,1.99,1.8,0.084,-2.59,0.75,0.629
P03073,D0210,0.789,0.283,0.619,786.44,0.514,1.84,5.51,0.47,0,1.68,22.0,0.8,0.38,3.01,0.028
P07002,D0144,0.129,0.398,0.774,385.48,0.299,-1.7,6.33,0.518,0,1.77,45.0,0.331,-5.21,3.63,0.788
P02359,D0309,0.62,0.495,0.34,313.31,0.958,4.5,6.96,0.249,1,-1.83,37.8,0.171,-0.04,3.23,0.231
P09948,D0058,0.653,0.509,0.241,261.14,0.987,1.26,4.7,0.001,1,-0.32,13.6,0.783,-0.89,4.66,0.1
P09712,D0284,0.147,0.73,0.355,244.9,0.073,6.09,4.62,0.052,0,0.59,50.2,0.996,-3.16,1.14,0.047
P04567,D0146,0.555,0.285,0.055,818.75,0.675,6.19,5.86,0.854,0,1.63,62.3,0.792,-0.53,3.79,0.665
P06148,D0151,0.923,0.686,0.234,584.65,0.887,2.27,8.22,0.138,1,-0.43,59.5,0.674,-8.2,2.31,0.433
P00673,D0721,0.295,0.763,0.812,552.08,0.951,-1.99,4.48,0.053,1,0.83,71.2,0.805,-7.52,1.46,0.832
P08259,D0787,0.807,0.728,0.389,279.64,0.812,0.5,5.91,0.941,1,-0.26,70.9,0.176,-6.69,0.34,0.066
P09462,D0222,0.643,0.752,-0.398,447.84,0.892,6.03,6.87,0.891,0,1.28,62.4,0.527,-6.49,0.86,0.181
P06811,D0239,0.675,0.427,0.43,892.84,0.356,2.32,4.81,0.071,0,-1.92,42.6,0.305,-9.98,1.36,0.021
P08192,D0982,0.3,0.643,-0.819,511.68,0.831,-1.73,4.87,0.014,0,-0.28,59.3,0.66,-6.44,3.13,0.905
P03528,D0019,0.757,0.713,-0.094,190.67,0.611,-2.31,6.93,0.119,1,1.35,71.0,0.135,0.57,4.79,0.645
P01600,D0559,0.637,0.544,-0.214,448.6,0.426,6.4,6.79,0.529,0,-0.27,37.2,0.759,-7.48,1.54,0.082
P05927,D0566,0.524,0.476,-0.331,190.58,0.808,4.44,7.77,0.367,0,-1.6,22.2,0.488,-8.94,0.52,0.312
P07059,D0655,0.491,0.294,0.247,638.36,0.221,2.92,5.32,0.549,0,0.22,39.7,0.61,-7.1,1.86,0.703
P01401,D0076,0.307,0.837,-0.662,464.5,0.948,-2.51,6.82,0.387,0,-0.45,62.6,0.51,-6.27,4.98,0.061
P07761,D0172,0.202,0.338,0.884,264.14,0.462,3.67,8.45,0.62,0,-0.76,27.5,0.178,-8.27,3.94,0.285
P00536,D0395,0.767,0.707,-0.485,785.3,0.849,6.35,6.15,0.814,1,1.45,16.6,0.651,-0.7,0.88,0.751
P06908,D0466,0.199,0.39,0.387,592.32,0.246,0.86,5.85,0.764,0,-0.24,37.2,0.642,-9.74,1.0,0.592
P08234,D0097,0.167,0.658,-0.125,513.9,0.894,4.72,8.13,0.12,0,-1.21,65.7,0.855,-8.07,3.02,0.487
P06399,D0688,0.851,0.377,-0.591,744.01,0.545,4.52,7.9,0.499,0,-1.59,14.7,0.359,-0.68,1.05,0.274
P00485,D0759,0.08,0.517,-0.152,580.5,0.273,4.88,5.61,0.983,0,1.72,32.0,0.304,-8.51,4.98,0.37
P02234,D0152,0.153,0.586,-0.275,198.94,0.601,0.99,5.33,0.782,0,0.83,38.1,0.56,0.03,4.07,0.219
P02861,D0186,0.091,0.585,0.561,343.41,0.074,3.45,7.17,0.679,0,-1.53,32.4,0.248,-4.14,0.2,0.534
P03425,D0976,0.958,0.278,0.317,580.15,0.36,-2.16,5.32,0.502,0,-1.71,10.4,0.33,-6.66,1.52,0.164
P00578,D0251,0.105,0.368,0.666,229.13,0.53,-0.66,6.14,0.772,0,0.17,7.5,0.206,-8.74,1.44,0.677
P00316,D0124,0.006,0.421,-0.917,337.55,0.526,0.21,6.46,0.557,0,-0.61,18.9,0.781,-1.25,4.12,0.682
P01193,D0222,0.612,0.592,0.666,604.83,0.614,4.95,8.12,0.763,0,0.45,26.1,0.832,-7.78,2.09,0.138
P01246,D0998,0.713,0.666,-0.177,844.2,0.043,3.71,8.71,0.771,0,0.55,8.1,0.558,-2.66,1.63,0.132
P05996,D0229,0.178,0.377,-0.483,699.21,0.766,1.25,6.68,0.226,0,-0.66,31.4,0.716,-6.36,3.43,0.756
P05021,D0821,0.349,0.455,-0.592,530.67,0.093,1.01,6.98,0.18,0,-0.15,30.0,0.749,-5.07,4.18,0.613
P04051,D0455,0.31,0.175,-0.307,308.93,0.941,1.48,5.89,0.489,0,1.53,49.9,0.817,-1.6,4.81,0.041
P09082,D0307,0.724,0.436,-0.308,294.45,0.548,2.41,6.0,0.704,0,1.19,34.6,0.68,-6.72,4.34,0.582
P01166,D0658,0.394,0.655,-0.715,732.09,0.98,2.5,7.5,0.73,0,0.72,55.5,0.861,-7.66,3.58,0.388
P05565,D0785,0.529,0.56,0.199,844.9,0.182,1.92,8.86,0.535,0,1.43,37.2,0.882,-9.32,1.92,0.199
P07671,D0178,0.776,0.352,-0.835,240.37,0.776,2.95,4.29,0.631,0,0.95,65.0,0.691,0.1,2.66,0.106
P02805,D0627,0.493,0.541,0.0,656.47,0.583,-0.69,7.85,0.792,0,0.87,49.0,0.99,-0.74,2.81,0.083
P06447,D0171,0.726,0.335,-0.217,695.9,0.836,2.78,5.88,0.861,0,-0.21,63.7,0.692,-3.43,2.72,0.656
P06805,D0655,0.567,0.384,0.63,532.7,0.052,6.79,6.06,0.5,0,-0.38,5.0,0.439,-9.35,4.85,0.015
P08670,D0030,0.713,0.723,-0.56,398.38,0.365,0.71,5.62,0.166,0,-1.01,67.7,0.709,-5.73,3.9,0.61
P09537,D0658,0.091,0.502,0.12,681.29,0.659,-2.27,6.7,0.688,0,1.7,3.8,0.719,-5.83,0.41,0.34
P03432,D0058,0.978,0.489,-0.764,493.04,0.288,5.69,6.93,0.183,0,0.4,68.2,0.369,-4.42,3.04,0.113
P05263,D0271,0.087,0.582,0.434,493.85,0.909,4.0,7.32,0.221,0,0.89,53.6,0.915,-6.31,3.63,0.579
P04649,D0228,0.636,0.585,-0.35,226.33,0.772,6.04,7.05,0.784,0,-1.78,56.0,0.219,-9.01,1.83,0.722
P03438,D0077,0.023,0.555,0.918,622.33,0.372,5.59,7.87,0.477,0,1.45,15.6,0.802,-4.93,0.78,0.138
P01176,D0544,0.517,0.632,0.814,218.37,0.15,5.23,7.11,0.39,0,-1.19,49.2,0.811,-9.33,1.51,0.636
P01242,D0743,0.096,0.175,-0.043,359.34,0.67,-2.9,8.9,0.371,0,0.67,45.3,0.969,-6.09,0.96,0.21
P08862,D0367,0.09,0.542,0.579,285.06,0.719,5.3,5.6,0.76,0,-1.33,22.9,0.687,-1.01,2.96,0.748
P07891,D0324,0.285,0.652,-0.852,858.84,0.273,-0.76,7.16,0.407,0,-1.65,33.8,0.192,0.11,2.18,0.627
P05331,D0866,0.242,0.559,0.565,210.17,0.089,-2.12,4.56,0.453,0,-1.02,52.3,0.89,-5.62,4.98,0.851
P04910,D0266,0.137,0.314,-0.105,496.87,0.133,-0.65,5.94,0.276,0,-0.59,41.8,0.177,-6.68,4.81,0.423
P09234,D0983,0.579,0.539,-0.811,609.69,0.878,5.44,4.62,0.581,0,-1.69,18.8,0.558,-4.47,4.15,0.292
P08021,D0879,0.885,0.571,-0.443,499.53,0.378,5.38,6.86,0.74,0,-0.89,10.3,0.155,-6.85,3.15,0.465
P08889,D0119,0.917,0.466,-0.401,646.37,0.799,1.0,8.46,0.318,1,0.35,14.5,0.857,-8.63,0.86,0.961
P07519,D0627,0.29,0.644,0.433,173.65,0.399,3.17,7.42,0.867,0,-0.11,69.7,0.194,0.83,1.75,0.809
P04893,D0428,0.865,0.379,0.573,845.52,0.765,3.74,8.96,0.014,1,0.91,11.0,0.573,-7.25,2.15,0.823
P01466,D0603,0.968,0.479,0.067,416.08,0.84,3.34,8.13,0.024,1,0.36,30.0,0.232,-5.93,3.73,0.697
P04674,D0226,0.312,0.673,-0.338,474.63,0.328,2.88,8.41,0.269,0,1.25,40.7,0.537,-6.39,3.66,0.386
P01270,D0783,0.937,0.426,-0.185,553.37,0.996,5.35,7.63,0.862,1,0.56,32.1,0.522,-9.88,3.83,0.45
P04581,D0032,0.426,0.439,0.25,633.23,0.176,0.62,5.15,0.361,0,-1.53,6.7,0.353,-3.22,4.69,0.075
P00579,D0788,0.464,0.355,0.263,244.17,0.563,0.45,6.0,0.075,0,0.82,44.9,0.164,-4.51,2.12,0.565
P09475,D0053,0.48,0.413,-0.638,425.26,0.665,0.52,7.46,0.629,0,-0.7,22.6,0.565,0.19,0.73,0.175
P06410,D0677,0.731,0.443,0.001,597.12,0.154,-0.38,6.99,0.317,0,-1.9,56.0,0.766,-2.75,4.35,0.332
P03656,D0648,0.261,0.49,0.135,545.94,0.034,6.18,6.75,0.136,0,-1.97,45.3,0.174,-5.85,4.97,0.495
P09573,D0881,0.24,0.569,0.499,188.74,0.119,-0.88,5.11,0.589,0,-1.11,68.1,0.92,-6.23,3.51,0.607
P08189,D0412,0.63,0.699,-0.066,712.55,0.145,4.15,8.73,0.097,0,-1.24,10.3,0.283,-8.97,1.41,0.05
P00191,D0698,0.558,0.516,0.873,440.23,0.637,3.9,4.24,0.45,0,-0.43,38.5,0.847,-5.49,2.23,0.144
P03736,D0465,0.071,0.608,0.331,164.59,0.971,4.51,8.75,0.964,0,1.7,67.9,0.801,0.31,2.07,0.853
P02587,D0478,0.903,0.464,0.444,747.47,0.495,3.58,5.2,0.543,0,0.3,35.4,0.015,-4.92,3.14,0.859
P02380,D0034,0.291,0.504,0.173,154.32,0.794,-2.39,6.5,0.469,0,-1.96,23.6,0.326,-2.19,3.72,0.052
P02830,D0333,0.751,0.429,0.691,301.6,0.105,-0.81,6.42,0.033,0,1.51,60.8,0.702,-4.66,1.81,0.074
P09676,D0636,0.578,0.454,-0.281,693.4,0.352,6.57,4.28,0.637,0,-1.81,5.4,0.592,-4.98,4.52,0.321
P05605,D0755,0.572,0.499,-0.936,594.83,0.157,-0.93,8.13,0.332,0,1.81,48.0,0.536,-7.83,2.67,0.43
P06901,D0643,0.859,0.478,-0.771,568.52,0.687,0.34,4.41,0.713,0,1.66,19.6,0.27,-9.87,4.08,0.721
P02260,D0326,0.88,0.454,-0.143,530.07,0.959,6.54,4.57,0.959,0,-0.24,11.7,0.976,-7.03,4.4,0.895
P01107,D0082,0.56,0.294,-0.215,868.62,0.328,6.27,4.97,0.314,0,0.24,67.6,0.537,-1.36,4.31,0.102
P04931,D0038,0.428,0.552,-0.106,194.72,0.308,-0.25,6.84,0.743,0,-0.42,53.7,0.527,-8.83,3.07,0.582
P05050,D0609,0.62,0.457,0.078,496.65,0.437,2.45,6.54,0.693,0,-1.64,63.2,0.478,0.94,1.21,0.284
P07587,D0644,0.12,0.463,-0.184,876.53,0.105,-1.08,8.01,0.734,0,-1.94,38.8,0.364,-2.16,3.21,0.039
P07983,D0534,0.42,0.517,-0.908,346.85,0.761,2.61,6.72,0.793,0,-0.11,18.8,0.544,-8.65,3.3,0.197
P04021,D0148,0.662,0.613,0.599,174.67,0.915,-0.96,6.59,0.172,1,1.7,41.9,0.155,-4.09,2.02,0.704
P08659,D0529,0.763,0.361,0.869,506.59,0.09,3.3,4.99,0.643,0,-1.78,69.8,0.567,0.38,2.89,0.88
P02231,D0483,0.721,0.467,0.158,728.22,0.36,-1.89,5.43,0.567,0,0.93,13.7,0.071,-8.71,2.77,0.219
P05372,D0183,0.175,0.079,-0.064,300.82,0.872,0.63,6.36,0.229,0,-1.44,64.7,0.23,-9.95,0.12,0.089
P06213,D0929,0.612,0.572,-0.772,336.21,0.154,4.77,8.17,0.309,0,0.92,32.3,0.253,-8.44,3.16,0.589
P06164,D0022,0.09,0.727,0.846,270.87,0.687,1.98,6.15,0.224,0,-0.19,31.8,0.907,-6.15,0.52,0.143
P02247,D0544,0.596,0.634,-0.277,419.43,0.194,6.52,5.83,0.543,0,-0.23,34.8,0.152,-6.97,1.88,0.563
P02177,D0759,0.746,0.346,0.551,813.49,0.729,0.86,7.76,0.075,1,1.22,61.4,0.374,-7.74,2.35,0.159
P01558,D0841,0.631,0.428,-0.613,302.29,0.654,6.0,7.69,0.115,0,-1.3,41.9,0.953,0.95,3.74,0.365
P02909,D0060,0.625,0.522,0.818,346.84,0.954,4.82,8.12,0.771,0,-0.18,54.1,0.308,-2.91,1.01,0.358
P02703,D0114,0.653,0.103,0.424,813.6,0.556,4.56,8.1,0.275,0,-1.68,43.1,0.905,-8.01,4.71,0.16
P01838,D0375,0.418,0.422,-0.373,846.67,0.456,1.75,5.8,0.976,0,0.75,8.6,0.926,-9.17,0.41,0.877
P08729,D0756,0.385,0.494,0.517,190.08,0.517,2.02,5.28,0.854,0,-1.19,48.5,0.065,-6.05,0.38,0.785
P02980,D0295,0.445,0.41,-0.391,555.6,0.6,0.04,8.42,0.886,0,0.4,20.3,0.871,-4.89,0.82,0.02
P06354,D0900,0.211,0.669,-0.571,372.35,0.964,6.1,7.51,0.125,0,-0.28,6.9,0.52,-2.39,0.88,0.457
P06011,D0136,0.454,0.357,0.615,276.68,0.059,-0.78,4.11,0.523,0,1.59,13.1,0.904,-2.98,2.97,0.556
P06350,D0489,0.905,0.397,0.86,538.62,0.585,1.02,5.76,0.002,1,0.04,45.7,0.076,-5.73,3.96,0.839
P07211,D0226,0.291,0.761,-0.896,734.21,0.508,2.66,6.89,0.432,0,1.24,57.0,0.06,-2.62,3.6,0.147
